1.5	8.9174801196591125490320555675447111313e-8
2.5	1.063706521542274006529693188708667309982e-7
3.5	1.315811732353233344553145518353567284208e-7
4.5	1.653567162853039117095234192436135882885e-7
5.5	2.035144163093222059383502325495887051976e-7
6.5	2.453132652236980147950891909178791242553e-7
7.5	2.943385130147942452336389494013773847553e-7
8.5	3.474599901529192348781675627128714559185e-7
9.5	4.049021120018012841370576380475516484194e-7
10.5	4.81593147983472208920751563220465526868e-7
12.	5.80763815635577481785870728298739945777e-7
13.5	6.90771014814336940413309882579777150937e-7
14.5	7.54210216983734927447164988887951824045e-7
16.	8.53465176879824676191872182130764576974e-7
18.	9.5822776519026590713086747289396174108e-7
20.	1.0713666561525399142092750908708538065e-6
22.	1.127693295300249158804427595068641475e-6
24.	1.159697410660232182562487086987263059343e-6
26.5	1.210030059716069719302208725832760417181e-6
29.	1.23734076730099719390989888628390580296e-6
32.	1.22492141436745711744787910118266378313e-6
35.5	1.195293407749309292466087796608029756737e-6
39.	1.167421532825431830796392627362500964768e-6
43.	1.158148854686093899580537477632916911e-6
47.	1.16732452026917177321445199024199465977e-6
51.5	1.20921722214860643869875348297127888386e-6
57.	1.219333302036151466888904047012560897343e-6
63.	1.265191785279089363254219790695432132796e-6
69.	1.26421202607469162369948268337169127759e-6
76.	1.243212762206085324798738929614939222349e-6
84.	1.25950751793727915788948004440781575217e-6
92.5	1.26975189747772339167536748530296846322e-6
101.5	1.241828507374430117993373360225475365685e-6
111.5	1.2637812273266324861662972824120238697e-6
123.	1.255389809699529735122168263889381445893e-6
135.5	1.258038270662522150942124459635627078681e-6
149.	1.2577747023795880757985341590611052238e-6
163.5	1.275591528261426247710923413156067940585e-6
180.	1.27140337060449400550791217899204874009e-6
198.	1.26442916076005030913497121939890442866e-6
217.5	1.280841903575937903761430745720249480441e-6
239.5	1.269854012259796338030171515037633550474e-6
263.5	1.27187769750898923058929384155141987776e-6
290.	1.2722951648887591449300126444040984538e-6
319.	1.268180042463722111119209844399816294087e-6
351.	1.27073186815926196692747527625237891576e-6
386.5	1.270095968055921515001536761226836305333e-6
425.	1.27570353766818734182808322188421173107e-6
467.5	1.276475930797368517133102800482967230501e-6
514.5	1.26374498024438521840141660909226452143e-6
566.	1.26771678930395896091178607547544345746e-6
622.5	1.277273364097081720743583587468741073576e-6
684.5	1.27419455323513602996884250464339790817e-6
753.	1.27110775775072496607001354955947803418e-6
828.5	1.26744134843921391506932935278618953995e-6
911.5	1.268881385515028552827924419616188493115e-6
1003.	1.27152767804694800282772375472777788664e-6
1103.5	1.271487764562221252019462735904478051909e-6
1213.5	1.269454217069346881064661866010976848506e-6
1335.	1.27104624028303027098619657746052218699e-6
1468.5	1.27057251005400925695415947123116518546e-6
1615.	1.27209450380010685320148076131248042715e-6
1777.	1.270112918389248772519838957539778815855e-6
1955.	1.26961405695192039956579262719021336375e-6
2150.5	1.2720058005344638119668783740911480563e-6
2365.5	1.27383786204209802685556426986435944487e-6
2602.	1.272040028465886190587022143853293269082e-6
2862.5	1.27088349730873000233717370763011916977e-6
3148.5	1.2689813007532755982571298318444378455e-6
3463.	1.27356168343708792543152810863947776431e-6
3809.5	1.27273834555067648683940901450717385382e-6
4190.5	1.27458067511445198280309096677107546211e-6
4610.	1.27211343254249429797349336917636304575e-6
5071.5	1.27146249584929918710422191914945388224e-6
5578.5	1.27058889825325791776710253477693480204e-6
6136.	1.27099454833093587580278606969158183833e-6
6749.5	1.27114059422206334076278925722280824675e-6
7424.5	1.27138026878318426814840877200236098162e-6
8167.	1.27208721431408964630871213915104980705e-6
8984.	1.27326780715393022991682366178167398726e-6
9882.5	1.27224605664203495418041031472557993421e-6
10870.5	1.27184431084303973352479916070048024151e-6
11957.5	1.27075406244750706873055481484273714699e-6
13153.5	1.2721774067919600090232963725227359395e-6
14469.	1.27202640222342645441549247008655926357e-6
15916.	1.27150356245178449069427703787515007859e-6
17507.5	1.2705475713395606881289451570035462496e-6
19258.5	1.27098777928212740193678872763528730512e-6
21184.5	1.27218285551077121466091510658915999667e-6
23303.	1.27188683524422661317657982326946115039e-6
25633.5	1.27125427834632705571733203134573725728e-6
28196.5	1.26996025975287422563849623445472143602e-6
31016.	1.27188392126617279286892736949621813366e-6
34118.	1.27146332071052179583794629858405524719e-6
37530.	1.27150440266008211731337487622506542569e-6
41283.	1.271457880743450320441778853935746424e-6
45411.5	1.27161299588039929536616192482224760306e-6
49952.5	1.27212176132876509741378109736540076823e-6
54948.	1.27158559268676239523424727965971252175e-6
60443.	1.27127734839685559351499962275764255809e-6
66487.	1.27125826134120915757024833936620529125e-6
73136.	1.2717455956565323738198279768479178364e-6
80449.5	1.27070085266463826744782724557488238312e-6
88494.5	1.27143732538287052289285217421528764736e-6
97344.	1.2714555684549489936161252412892710125e-6
107078.	1.27148802766375786364082492121858886848e-6
117786.	1.27137679329689550046254114300800672497e-6
129565.	1.27175919244520308264572681811670382999e-6
142521.5	1.27146746515475976929345639745658037627e-6
156773.5	1.27163886604490160036913822276002437559e-6
172451.	1.27141315778488487257070598378333763913e-6
189696.5	1.27191045763063092507898756350303105901e-6
208666.5	1.27169569062818431314239462770353206492e-6
229533.	1.27150640399510173141998211464435592495e-6
