1.5	0.000280835009665368053255034230711900569526
2.5	0.0003196959837525532343883617181100255822535
3.5	0.0003641470887765303855491157509807393136652
4.5	0.000432788109999649927213672527727185174607
5.5	0.000525499999712534098791010634885156882489
6.5	0.000624938054449603666542869011441289819193
7.5	0.00073533157944431032803210454936631082501
8.5	0.00086394346729233861555590927306841927784
9.5	0.000976256865942550712291421543117332692083
10.5	0.001125989331606003259767669401369191012343
12.	0.001399222642944565314950561724178213100198
13.5	0.001624090987211262655509723209544680638282
14.5	0.001827613559363954632460504812810128520176
16.	0.002094840636789098826550297481768958786478
18.	0.002424899916294620497867464940071437091515
20.	0.002857611130504513509745289227327071090999
22.	0.00321482760578741078187504460839013914012
24.	0.00351273761482106248450784710730654200837
26.5	0.003779808303664003961559138611569306901748
29.	0.0039925141579218675302194120746509233578
32.	0.003891578624132324382708748460835373843285
35.5	0.003850489019154290248591133342617341336897
39.	0.00351747076420618234848439641363436729965
43.	0.00301358461119332461581047282660151750977
47.	0.002589089026686367979632296329597440989748
51.5	0.002206715604708330798749577535527796832522
57.	0.00204302727022825734553539101035068569108
63.	0.002087785801585876341305356914234344066284
69.	0.00218026223836196948651727193307375060425
76.	0.001939294982324621032199591250437417009782
84.	0.001610651230344472873474146457363123451399
92.5	0.001397285794552810383345610026591332919128
101.5	0.001408129884088115263387713322897778589307
111.5	0.001272520126503497383550808785274142703717
123.	0.00105385896035786946527543877952539841221
135.5	0.00105269917688719549427002633244277056351
149.	0.0009206274931464806170012262625288371939
163.5	0.000843240392414996122660597209531399835909
180.	0.000763878500937326371714869673685192630037
198.	0.000701374067140689892178288803687837919426
217.5	0.000627509544076852243551363981243252348246
239.5	0.00057079091242862665541970664334331271774
263.5	0.000520425937335380737173863913898156883574
290.	0.0004718590753006944002502613401875589158232
319.	0.000425649436329225203075835437998890156766
351.	0.0003938735255352355317419677752111570507095
386.5	0.0003552026215266161955458040888712437014223
425.	0.000319586663320662131887929345067371868558
467.5	0.0002909860224471961398556387290951536895643
514.5	0.0002656970421496951410271343925045046629433
566.	0.0002421638971140317689939444133808451794831
622.5	0.000218160278321262359937402226265620032782
684.5	0.000199948565397738865461649486127209020736
753.	0.0001810984625572278699076272037209601454685
828.5	0.000164497839281373613591998962530691233172
911.5	0.000149238427220665579396565326160170287387
1003.	0.000134975949520508992965470669098015095351
1103.5	0.000122685259532727341507400876910359828745
1213.5	0.000111996984079339890794814558250960661668
1335.	0.000101800641304856847624244620901991624781
1468.5	0.000092140009030321563751761024067281376095
1615.	0.000083440288619002100384518202244210067228
1777.	0.000076004828224652671773482867583449555989
1955.	0.000069339835875419027214523451730284438503
2150.5	0.000062932429696868051535879642773113570282
2365.5	0.000057338430811484169405525740281684389538
2602.	0.0000520260477779352085289985891044708054334
2862.5	0.000047373005492581597343178482883233184683
3148.5	0.0000429932175199970134589402610207052912184
3463.	0.0000392015130405128301135616867350492807351
3809.5	0.0000356005867090636852496791934307355620381
4190.5	0.0000323732713897084946136826078459254692692
4610.	0.0000294293260261890114393741718035892013139
5071.5	0.0000267907744954652849300406924373027274745
5578.5	0.0000243626444355126423080590032103547959359
6136.	0.0000221927134118189901094428062936613137357
6749.5	0.0000202338581568392521683214562315398242556
7424.5	0.0000184009639813094373375471475432362435068
8167.	0.0000167894901717701727704987550462051227228
8984.	0.0000152667805098588580984437728425524795958
9882.5	0.0000139107480051840315621881506279993255103
10870.5	0.0000126896063757151927695998328366176659008
11957.5	0.0000115797833642365641856299251597536734503
13153.5	0.0000105480431074878410125552948503518846538
14469.	9.6209448366494817499839769022724759649e-6
15916.	8.7772900461280372265036551984042934078e-6
17507.5	8.0165884110497497659771333617668736058e-6
19258.5	7.3223618952969299458534552156290026382e-6
21184.5	6.6888266386584467580615909077449955338e-6
23303.	6.1174833782438562947736516803096232085e-6
25633.5	5.5908237657053458478834679554768208258e-6
28196.5	5.1182643193388762682219145965932700415e-6
31016.	4.68826904484982926209022922534767303737e-6
34118.	4.29678795564456437510363234632308044281e-6
37530.	3.93898585687531188054788028382339197851e-6
41283.	3.61487756076142920030015562648429998231e-6
45411.5	3.32178631845555714435761004957283624963e-6
49952.5	3.05290202586855904772081946485258488565e-6
54948.	2.81118681925589442126312124020305440057e-6
60443.	2.5913943283650670645054825450095444835e-6
66487.	2.39107168669720205150172186254951086367e-6
73136.	2.20829409434044501394089043122257307609e-6
80449.5	2.04084502899095452190817402478594551229e-6
88494.5	1.89004347614140573731019077316025016638e-6
97344.	1.75283778173790315676872716787282914881e-6
107078.	1.62744617135999721800884357135118800836e-6
117786.	1.51496610243453545018538807408777446834e-6
129565.	1.41199221880669466531599999341793544177e-6
142521.5	1.31804632678491159865446772324987957741e-6
156773.5	1.23271361081404114060874082817393992998e-6
172451.	1.15536366185847654313810100728509220819e-6
189696.5	1.0850166146578819753602027307465192283e-6
208666.5	1.02105356334998934789225817189927952171e-6
229533.	9.6275917555845242616784938858432291415e-7
